The Code Democracy Presumes: How Media Influence Politics,,17:00 - 18:30,,"In the 2023 Astor Lecture, Lawrence Lessig (Roy L. Furman Professor of Law and Leadership at Harvard Law School) will examine the links between the emerging business model of media and the possibility of democracy."
The Earth: Biography of a Connected Planet,,18:00,"
With a history that stretches back 4.6 billion years, telling the story of our planet is no easy feat. Dr Elsa Panciroli's latest book, The Earth: A Biography of Life, was the original inspiration for the Connected Planet exhibition. In it, she discusses some of the most fascinating organisms that have shaped our world. From ancient fungi as tall as houses to space-faring flies, her upcoming talk will reveal some of the most incredible organisms to have shaped scientific knowledge, and highlight the surprising connections between them. Discover how even the smallest organisms have a fundamental impact on climate, soils, and the pattern of life itself.
","Palaeontologist and writer Dr Elsa Panciroli explores some of the incredible tales from her book, The Earth: A Biography of Life, as told by the rocks, plants, and animals that have shaped our world."
From Perpetrator to Peacebuilder: Rethinking Education in Conflict-Affected Societies,,15:00 - 16:00,,
A service for International Women's Day,,17:45 - 18:30,,
Making References Work for You,,10:00 - 14:00,+44 (0)1865 280893,Correct and well-used references can give your writing authority and show the depth of your reading. This session aims to demystify referencing and help you to use it successfully in your writing.
The Plentiful Universe - Astronomy Weekend,21 Apr 2023,,+44 (0)1865 270368,"A celebration of the latest advances in astronomy, with some of the best images from satellites, space probes and ground-based observatories. This year's topic is The Plentiful Universe."
A Little Look at... What Animals Eat,,11:00,,"A thirty minute guided tour around the Museum led by a member of staff. Storytelling, specimen handling, and spotting animals on display.
"
Elisa Palagi: Income inequality and climate change,,14:30,,"Climate anomalies, such as floods and droughts, as well as gradual temperature changes have been shown to adversely affect economies and societies. Although studies find that climate change might increase global inequality by widening disparities across countries, its effects on within-country income distribution have been little investigated, as has the role of rainfall anomalies. We show that extreme levels of precipitation exacerbate within-country income inequality. The strength and direction of the effect depends on the agricultural intensity of an economy. In high-agricultural-intensity countries, climate anomalies that negatively impact the agricultural sector lower incomes at the bottom end of the distribution and generate greater income inequality.
"
A Little Look at... What Animals Eat,,10:15,,"A thirty minute guided tour around the Museum led by a member of staff. Storytelling, specimen handling, and spotting animals on display.
"
Balliol Musical Society Concert,,20:30 - 22:00,,
Autism-Friendly Opening,,9:00 - 10:00,"
More information, including a visual guide, will be emailed to attendees a week prior to the event to help you to prepare for your visit. Please note that although this is a relaxed opening there may still be noises in the Museum so please bring along ear protectors if required. This is a joint event with the Pitt Rivers Museum, allowing you to visit both Museums during the opening.
",A relaxed morning opening to explore the Museum collections in a quiet environment for families with members on the autism spectrum.
Discover Paula Rego - International Women's Day Talk,,14:00 - 15:00,,"The acclaimed Portuguese-English painter Paula Rego is known for her strong, unflinching subject matter, often bringing attention to injustices levelled at women."
Jazz Age Design,,9:45 - 17:00,+44 (0)1865 270368,"100 years after the 1920s 'jazz age', the art and architecture of the era remain popular. This in-Oxford day school covers architecture and design from stepped skyscrapers to streamlined teapots, from the fantasies of Hollywood to the elegance of Paris."
Principal's Conversation: Jessie Childs,,17:30 - 18:30,,"Join Principal John Bowers KC in conversation with Jessie Childs, award-winning historian and author of The Siege of Loyalty House and God's Traitors. Presented with the Ashmole Society."
The Ridgeway and Ancient Pathways,,9:15 - 17:15,ppdayweek@conted.ox.ac.uk,Department for Continuing Education
Can international humanitarian organisations adapt to face the challenges of this century?,,17:00 - 18:15,,"The history of humanitarianism is one of vulnerabilities, power, mobilisation and adaptation."
A Repression of Things Past: Reflections of Memory and Pandemics in the Wake of Covid,,16:30 - 18:00,,"While stories of the Black Death, smallpox, and consumption still haunt our collective imagination, why do the memories of other equally terrifying afflictions seem so conspicuously absent? It appears that among most epidemics – even those associated with particularly high levels of mortality – the historical record lies empty of such evidence."
Super Science Saturday: Connected Planet,,12:00 - 16:00,"
Featuring over fifteen activity stands and games delivered by researchers from Oxford University, Brookes University, and local organisations.
",Meet and chat to scientists and nature experts at this family fun bonanza.
FDR: Transforming the Presidency and Renewing America,,17:00," Iwan Morgan takes a fresh look at FDR, showing how his leadership enabled the United States of America to become the most successful country of the 20th century. He will be in conversation with Uta Balbier.","One of the greatest American presidents, Franklin Delano Roosevelt, built a coalition of labour, ethnic, urban, low-income and African American voters that underwrote the Democratic Party's national ascendancy from the 1930s to the 1980s. Over his four terms, he promoted the New Deal – the greatest reform programme in US history – to meet the challenges of the Great Depression, led the United States to the brink of victory in the Second World War, and established the modern presidency as the driving force of American politics and government."
The Kenneth Kirkwood Day: Migration,,9:45 - 16:15,,"This year's Kenneth Kirkwood Day will explore the theme of migration, both contemporary and historic, with four eminent speakers discussing topics including modern-day migration, the settlement of the Pacific islands spanning 50,000 years, the movement of the Bantu-speaking peoples throughout Africa and Elizabethan attitudes towards migration."
Chris Beardshaw: Trinity's Herbaceous Border Transformation,,14:30 - 16:00,,"Celebrated garden designer, plantsman, author and broadcaster Chris Beardshaw discusses his exciting new design for the herbaceous border on Trinity’s North Lawn, where he has been tasked with restoring this historic landmark and transforming one of the most iconic views of the College. Chris says of this commission, ‘The gardens and grounds of Trinity College, ever since their formation, have been a showcase for horticultural fashions, talents, and leading styles of the day. To be responsible for designing and curating a garden that is relevant to students and visitors of today is an absolute honour.’"
Public Lecture: Creation Beyond Creativity,,17:30 - 18:30,,"The Laudato Si' Research Institute (LSRI) based at Campion Hall, University of Oxford, invites you to a free public lecture by Professor Tim Ingold, Emeritus Professor of Social Anthropology at the University of Aberdeen and visitor at the LSRI."
The Nineteenth-Century Slave Narrative,,9:45 - 17:00,+44 (0)1865 270368,"The 19th-century slave narrative is an important literary form which played a crucial role in the abolition of slavery. Join us, in Oxford or online, to look at key examples and consider how it has influenced later and contemporary literature."
The Psychology of Addiction ,,9:45 - 17:00,+44 (0)1865 270368,Addiction is a complex construct in which an individual takes a substance or engages in behaviour that is pleasurable but eventually becomes compulsive with harmful consequences. This day offers interesting multidimensional explanations to addiction.
LGBT+ History Month Lecture: LGBT+ Intergenerational History,,17:30 - 18:30,,"Łukasz Konieczka, Executive Director Mosaic LGBT+ Young Persons’ Trust, will be reflecting upon his experiences as a professional working with young LGBT+ persons on their intergenerational work, the ups and the downs and everything in between."
Guided Highlight Tours,,15:00 - 15:45,,Join us on a 40-minute guided highlight tour of some standout objects in the collections.
The Puzzle of Personal Identity: What Makes Me the Same Person over Time,,9:45 - 17:00,+44 (0)1865 270368,"What, if anything, makes you the same person over time? Are you the same person as the baby assigned your name at birth? What makes you the same? Join us in Oxford or online to explore one of the most puzzling areas in philosophy."
In Conversation with Others - Freedom of religion and belief: An overall assessment,,17:00 - 18:15,,The eight and final talk in the series of talks during Hilary term.
"Queer connections - old 'stuff', new stories?",,14:30 - 15:15, and ,"Marking LGBT History Month 2023, Pitt Rivers staff will share research stories from "
"Inequalities: which ones matter, and what to do about them?",,17:00 - 18:15,,"Paul Johnson, Director of The Institute for Fiscal Studies, will draw on the extensive work of the IFS-Deaton review of inequalities to look at how inequalities in earnings, incomes, wealth, and education have changed over time, as well as at inequalities between different sexes, ethnic minorities and age groups."
Scott Joplin: King of Ragtime,,9:45 - 17:00,+44 (0)1865 270368,"Scott Joplin's piano rags constitute a vital part of America's musical heritage, with their lyricism and rhythmic vitality. This day school will analyse Joplin's ragtime legacy and also consider the central work of his final years, the opera Treemonisha."
Open Event: MSt in the History of Design,,14:00 - 15:00,,"Join us on Saturday 25 February 2023, from 2-3pm (UK time) for a virtual open event for the MSt in the History of Design. This will give you the chance to meet the Course Director, Dr Claire O’Mahony, discover more about the programme and have your questions answered."
Learn to Write Flash Fiction,28 Apr 2023,14:00 - 17:00,+44 (0)1865 270368,"Short enough to write in a single day, flash fiction is an agile, innovative form that brings character, mood and language to the forefront. This online workshop is suitable for beginners and experienced writers."
"Book at Lunchtime. Guru to the World, The Life and Legacy of Vivekananda",,12:30 - 14:00,,
Creation Stories: The Ancient Near East,,9:45 - 17:00,+44 (0)1865 270368,"Where did we come from? Why is the world the way it is? These are basic questions which human beings have always asked. This day school in Oxford will explore answers given by cultures in Egypt, Mesopotamia and Israel."
Quantum Computing: An Introduction,,9:45 - 17:00,+44 (0)1865 270368,Quantum computing is an emerging field that uses the principle of quantum physics replacing classic computing which is based on electronics processing. This course aims to describe the quantum computing in the context of technology applications.
HAPP One-Day Conference on: Physics Feuds Throughout History,,10:30 - 17:00,,"In the progression of physics, most facts and laws have been established only after decades, often centuries, of discussion and dispute. This conference will review some of the great disputes stretching from antiquity to the modern day. From the classical Greek discussions on the nature of space and matter, through the founding disputes of modern science and its mathematics (led by Newton's disputes with contemporaries) up to the recent controversies in quantum mechanics and cosmology, the feuds between leading thinkers and their vital role in establishing successive views of our physical world will be examined."
"""Freedom of religion or belief trends from Belarus to Kazakhstan"".",,17:00 - 18:15,,Seventh in a series of talks during Hilary term
The Red Lady of Paviland at Oxford University Museum of Natural History,,10:00 - 16:45,+44 (0)1865 270368,"The Red Lady of Paviland, now known to have been a young man who died 34,000 years ago during the last ice age, is Britain's oldest burial. Meet him at the Museum of Natural History and discover what life would have been like for him and his people."
The costs of unpaid care by family and friends,,14:00 - 15:00,,Please note that this is a Hybrid event. We welcome colleagues to 66 Banbury Road or on line via Zoom:
Oxford University Sinfonietta Hilary Term Concert,,20:00 - 21:30, Joseph Haydn: Symphony No. 60;,Programme for the concert:
"The Limits of Free Speech: Offence, Hate Speech and No Platforming",,9:45 - 17:00,+44 (0)1865 270368,Should there be limits on speech? Or should speech be completely and absolutely free and unfettered? Should hate speech be outlawed? Should some people be no-platformed? Consider the arguments at this day school - join us in Oxford or online.
Nice girls and Professor-Types: The graduate recruitment practices of the Government Code and Cypher School 1919-1945,,17:30,,"A talk by Bletchley Park’s Research Historian, Dr David Kenyon, on the Graduate recruitment practices of the Government Code and Cypher School 1919-1945."
Ash Wednesday,,17:45 - 18:30,,
Panel discussion: 'Sustainable food: creating a food system for healthy people and planet',,17:00 - 18:30,,"Food systems are a major driver of global biodiversity loss, deforestation, water scarcity and pollution, and pesticide toxicity."
Nanditha Mathew: Positioning firms along the capabilities ladder,,14:30,,"We develop and apply a novel methodology for quantifying the capability development of firms, and putting these capabilities (and hence also the firms) in a hierarchy, that we refer to as their position on the capabilities ladder. Our nestedness algorithm, inspired by biology and network science, defines a capability as complex if it is performed by only a few firms at the upper rungs of the ladder. We analyze balance sheet and innovation data of almost 40,000 Indian firms for the time period 1988-2015, and observe significant nestedness. Lower rungs of the capabilities ladder correspond to basic managerial and production capabilities. Mid-level rungs correspond to internationalization and acquiring absorptive capacity. Higher level rungs are more related to M&A and innovation. ICT capabilities have become more fundamental lower-level rungs on the capabilities ladder in recent years. We find that capability ranking can explain future growth patterns and survival probability of firms, summing up in one number their future potential trajectories.
"
"Labyrinth: Knossos, Myth & Reality",10 Feb 2023,10:00 - 17:00,,"According to legend, an elaborate labyrinth was built at Knossos on the island of Crete to hold a ferocious Minotaur. Discover the palace of Knossos, and the search for the labyrinth, in this major exhibition in Oxford."
Guided Highlights Tour,,15:00 - 15:45,,Join us on a 40-minute guided highlight tour of some standout objects in the collections.
Trans in the UK: A personal story of transition,,19:00 - 19:15,,
Open Event: Foundation Certificate in English Literature,,18:00 - 20:00,,"Join us on Thursday 23 February 2023, from 6-8pm (UK time) for a virtual open event for the Foundation Certificate in English Literature. This will give you the chance to meet the course directors, discover more about the different study options and have your questions answered.
"
Connected Planet,7 Feb 2023,10:00 - 17:00,,"Earth and life exist in delicate balance. 
"
"Oxford's War: County, City, and University, 1939-45",,15:30 - 16:30,,"From Dunkirk evacuees to intelligence-gathering and atom bomb research, Oxford had a distinctive Second World War experience. Focusing on the University, though embracing the city and the surrounding countryside, this talk explores major themes in Kellogg Fellow Prof Ashley Jackson’s forthcoming book, 'Oxford’s War', to be published by the Bodleian Library"
The Archaeology of the Silk Roads,3 Feb 2023,15:00 - 16:15,ppdayweek@conted.ox.ac.uk,Department for Continuing Education
Undergraduate Open Day,,8:00 - 18:00,,
Christ Church Seasonal Gardens Tour,,14:30,,"Take a seasonal tour of Christ Church's beautiful private gardens and Meadow with our Head Gardener, John James. Learn about their history, conservation, current and future planting schemes and enjoy a few hours of peace and quiet away from the bustling city."
Undergraduate Open Day,,8:00 - 18:00,,
Bryan Ward-Perkins: A 200-year Recession – post-Roman Britain,,17:00 - 18:15,,"Trinity Emeritus Fellow Bryan Ward-Perkins has worked on the period 300-700 CE throughout his career as an historian and archaeologist. In this talk he explores a topic that is, sadly, all too apposite today: the economic regression of the fifth century CE. No subsequent economic down-turn has remotely matched this in its scale and durability - but, as his talk will make clear, we have no reasons to be complacent."
Undergraduate Open Day,,8:00 - 18:00,,
Christ Church Seasonal Gardens Tour,,14:30,,"Take a seasonal tour of Christ Church's beautiful private gardens and Meadow with our Head Gardener, John James. Learn about their history, conservation, current and future planting schemes and enjoy a few hours of peace and quiet away from the bustling city."
Tamara Stefanovich - SJE Arts International Piano Series,,19:30 - 21:30, Soler: Sonata in C minor R.100,TEN SONATAS
Do We Have Freewill?,,9:45 - 17:00,+44 (0)1865 270368,"Given that we are part of a physically determined universe, can we ever truly be said to 'act freely'? Aren't we, in effect, nature's puppets, no more capable of performing free actions than is a marionette? Join us in Oxford to explore Free Will."
Black Pastoral Theology in Britain,,10:00 - 16:00, by Revd Dr Delroy Hall,Illuminations on Black British Pastoral Theology and Culture
"Colour Revolution: Victorian Art, Fashion & Design",21 Sep 2023,10:00 - 17:00,,Dispelling our monochrome idea of Victorian Britain discover a revolution of colour.
Rediscovering the Bayeux Tapestry,,10:15 - 17:00,+44 (0)1865 270368,Do we know all there is to know about the Bayeux Tapestry? In recent years this iconic medieval artefact has seen scientific research from archaeologists through to astrophysicists. Join us in Oxford or online to hear the latest from the researchers.
Magical Realism,,9:45 - 17:00,+44 (0)1865 270368,"Magical realism is a key term for thinking about the blending of magical and realist perspectives, especially in postcolonial and world literature and art. Join us, in Oxford or online, as we reflect on the continuing relevance of magical realism today."
Trinity Recitals: Kaleidoscope Chamber Collective,,14:30 - 16:30,,"They call chamber music “the music of friends”, and when those friends are artists of the calibre of the four musicians who make up Kaleidoscope Chamber Collective, there’s no limit to the expressive possibilities. Today they share grand, romantic confessions by Fanny Mendelssohn and Antonin Dvořák, sublime conversation with Wolfgang Amadeus Mozart and an intense, explosive trance from British music’s “renaissance woman” Errollyn Wallen. The ensemble is small but the emotions are off the scale."
Meditation Around the World,,9:45 - 17:00,+44 (0)1865 270368,Mindfulness is studied and practised widely but this is only one among hundreds of meditation techniques. This day school will explore examining and experiencing meditation practices developed by various spiritual traditions. Join us in Oxford or online.
Eric Lu - SJE Arts International Piano Series,,19:00 - 21:00," Schubert: Hungarian Melody, D817","Schubert: Piano Sonata in C major, D840 (‘Reliquie‘)"
Women and Gardens,2 Jun 2023,,+44 (0)1865 270368,Explore and debate the pioneering contributions made by women to the development of gardens and landscape design from the medieval period to the present. This in-person weekend course is held in association with The Gardens Trust.
Laura van der Heijden and Jâms Coleman - SJE Arts International Piano Series,,18:00 - 20:00," Jâms Coleman, piano","Laura van der Heijden, cello"
Mariam Batsashvili - SJE Arts International Piano Series,,19:30 - 21:30,"
Schubert: Impromptu in F minor Op. 142, No. 1, D 935","This is the revised date for Mariam Batsashvili’s concert originally scheduled for 11 January. The programme is also slightly different.
"
Professor of Poetry lecture with Alice Oswald – Anonymous and Onymous,,17:30,,"The next Professor of Poetry lecture with Alice Oswald will take place on Friday, 24 February 2023 at 5.30pm at the Examination Schools, University of Oxford. The title of the talk will be 'Anonymous and Onymous'."
Gods and Heroes in Art: Myths Through Time,,14:00 - 16:00,,"A short course of 3 talks with Alice Foster, art historian"
Alice in Wonderland Mad Hatter's Christmas Tea Party,,15:00,,"Join us in the Great Hall for a Mad Hatter's tea party with a festive twist. The tea includes a selection of sandwiches, cakes and tarts, all carefully crafted by our chefs to reflect our unique associations with Alice in Wonderland. The Hall will also be decorated for the season with a large Wonderland inspired Christmas tree as its focus- How many connections can you find?"
Members Concert,,20:30 - 22:00,,
A Christ Church Christmas Carol Tea Party,,15:00,"A Christmas Carol, Charles Dickens", 
Degrees of Value in Knowledge and Achievement,,16:30 - 18:30,,"The second of three public lectures in a series entitled 'Knowledge and Achievement: Their Value, Nature, and Public Policy Role'"
Knowledge and Achievement as Public Policy Goals,,16:30 - 18:30,,"The third and final public lecture in a series entitled 'Knowledge and Achievement: Their Value, Nature, and Public Policy Role'"
Glass Nouveau and Deco: Mysteries and Masterpieces,,9:45 - 17:00,+44 (0)1865 270368,"Glass: one of the oldest and most extraordinary of human-made materials. This day school explores the rise of glass art as a vital aspect of Art Nouveau and Art Deco, through the techniques and achievements of its greatest masters."
You are What you Say: Building and Asserting Identity through Language,,9:45 - 17:00,+44 (0)1865 270368,"Exploring the connections between language use and the construction, negotiation and maintenance of identities. We consider how our linguistic practices shape our identities and the extent to which language can be said to reveal who we are."
Knowledge and Achievement as Organic Goods,,16:30 - 18:30,,"The first of three public lectures in a series entitled 'Knowledge and Achievement: Their Value, Nature, and Public Policy Role'"
